Anio;Fecha;Hora;Ronda;Estadio;Ciudad;Pais;EquipoLocal;golLocal;EquipoVisita;golVisita;Asistencia
2010;15/06/2010;16:00;Group G;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Cote d'Ivoire;0;Portugal;0;45727
2010;15/06/2010;20:30;Group G;Ellis Park Stadium;Johannesburg ;South Africa;Brazil;2;Korea DPR;1;3670
2010;16/06/2010;13:30;Group H;Mbombela Stadium;Nelspruit ;South Africa;Honduras;0;Chile;1;47053
2010;16/06/2010;16:00;Group H;Durban Stadium;Durban ;South Africa;Spain;0;Switzerland;1;46600
2010;16/06/2010;20:30;Group A;Loftus Versfeld Stadium;Tshwane/Pretoria ;South Africa;South Africa;0;Uruguay;3;9825
2010;17/06/2010;13:30;Group B;Soccer City Stadium;Johannesburg ;South Africa;Argentina;4;Korea Republic;1;11078
2010;17/06/2010;16:00;Group B;Free State Stadium;Mangaung/Bloemfontein ;South Africa;Greece;2;Nigeria;1;11294
2010;17/06/2010;20:30;Group A;Peter Mokaba Stadium;Polokwane ;South Africa;France;0;Mexico;2;41166
2010;18/06/2010;13:30;Group D;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Germany;0;Serbia;1;48859
2010;18/06/2010;16:00;Group C;Ellis Park Stadium;Johannesburg ;South Africa;Slovenia;2;USA;2;11524
2010;18/06/2010;20:30;Group C;Cape Town Stadium;Cape Town ;South Africa;England;0;Algeria;0;42046
2010;19/06/2010;13:30;Group E;Durban Stadium;Durban ;South Africa;Netherlands;1;Japan;0;18277
2010;19/06/2010;16:00;Group D;Royal Bafokeng Sports Palace;Phokeng ;South Africa;Ghana;1;Australia;1;10349
2010;19/06/2010;20:30;Group E;Loftus Versfeld Stadium;Tshwane/Pretoria ;South Africa;Cameroon;1;Denmark;2;16084
2010;20/06/2010;13:30;Group F;Free State Stadium;Mangaung/Bloemfontein ;South Africa;Slovakia;0;Paraguay;2;7725
2010;20/06/2010;16:00;Group F;Mbombela Stadium;Nelspruit ;South Africa;Italy;1;New Zealand;1;19733
2010;20/06/2010;20:30;Group G;Soccer City Stadium;Johannesburg ;South Africa;Brazil;3;Cote d'Ivoire;1;32348
2010;21/06/2010;13:30;Group G;Cape Town Stadium;Cape Town ;South Africa;Portugal;7;Korea DPR;0;3352
2010;21/06/2010;16:00;Group H;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Chile;1;Switzerland;0;8007
2010;21/06/2010;20:30;Group H;Ellis Park Stadium;Johannesburg ;South Africa;Spain;2;Honduras;0;12458
2010;22/06/2010;16:00;Group A;Royal Bafokeng Sports Palace;Phokeng ;South Africa;Mexico;0;Uruguay;1;46658
2010;22/06/2010;16:00;Group A;Free State Stadium;Mangaung/Bloemfontein ;South Africa;France;1;South Africa;2;47631
2010;22/06/2010;20:30;Group B;Durban Stadium;Durban ;South Africa;Nigeria;2;Korea Republic;2;16599
2010;22/06/2010;20:30;Group B;Peter Mokaba Stadium;Polokwane ;South Africa;Greece;0;Argentina;2;15646
2010;23/06/2010;16:00;Group C;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Slovenia;0;England;1;27344
2010;23/06/2010;16:00;Group C;Loftus Versfeld Stadium;Tshwane/Pretoria ;South Africa;USA;1;Algeria;0;5258
2010;23/06/2010;20:30;Group D;Soccer City Stadium;Johannesburg ;South Africa;Ghana;0;Germany;1;23242
2010;23/06/2010;20:30;Group D;Mbombela Stadium;Nelspruit ;South Africa;Australia;2;Serbia;1;27772
2010;24/06/2010;16:00;Group F;Ellis Park Stadium;Johannesburg ;South Africa;Slovakia;3;Italy;2;35174
2010;24/06/2010;16:00;Group F;Peter Mokaba Stadium;Polokwane ;South Africa;Paraguay;0;New Zealand;0;25150
2010;24/06/2010;20:30;Group E;Royal Bafokeng Sports Palace;Phokeng ;South Africa;Denmark;1;Japan;3;42058
2010;24/06/2010;20:30;Group E;Cape Town Stadium;Cape Town ;South Africa;Cameroon;1;Netherlands;2;46133
2010;25/06/2010;16:00;Group G;Durban Stadium;Durban ;South Africa;Portugal;0;Brazil;0;15527
2010;25/06/2010;16:00;Group G;Mbombela Stadium;Nelspruit ;South Africa;Korea DPR;0;Cote d'Ivoire;3;45551
2010;25/06/2010;20:30;Group H;Loftus Versfeld Stadium;Tshwane/Pretoria ;South Africa;Chile;1;Spain;2;45068
2010;25/06/2010;20:30;Group H;Free State Stadium;Mangaung/Bloemfontein ;South Africa;Switzerland;0;Honduras;0;33555
2010;26/06/2010;16:00;Round of 16;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Uruguay;2;Korea Republic;1;13227
2010;26/06/2010;20:30;Round of 16;Royal Bafokeng Sports Palace;Phokeng ;South Africa;USA;1;Ghana;2;8488
2010;27/06/2010;16:00;Round of 16;Free State Stadium;Mangaung/Bloemfontein ;South Africa;Germany;4;England;1;36707
2010;27/06/2010;20:30;Round of 16;Soccer City Stadium;Johannesburg ;South Africa;Argentina;3;Mexico;1;27824
2010;28/06/2010;16:00;Round of 16;Durban Stadium;Durban ;South Africa;Netherlands;2;Slovakia;1;45247
2010;28/06/2010;20:30;Round of 16;Ellis Park Stadium;Johannesburg ;South Africa;Brazil;3;Chile;0;25971
2010;29/06/2010;16:00;Round of 16;Loftus Versfeld Stadium;Tshwane/Pretoria ;South Africa;Paraguay;0;Japan;0;24552
2010;29/06/2010;20:30;Round of 16;Cape Town Stadium;Cape Town ;South Africa;Spain;1;Portugal;0;11476
2010;2/07/2010;16:00;Quarter-finals;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Netherlands;2;Brazil;1;32668
2010;2/07/2010;20:30;Quarter-finals;Soccer City Stadium;Johannesburg ;South Africa;Uruguay;1;Ghana;1;37948
2010;3/07/2010;16:00;Quarter-finals;Cape Town Stadium;Cape Town ;South Africa;Argentina;0;Germany;4;32830
2010;3/07/2010;20:30;Quarter-finals;Ellis Park Stadium;Johannesburg ;South Africa;Paraguay;0;Spain;1;1806
2010;6/07/2010;20:30;Semi-finals;Cape Town Stadium;Cape Town ;South Africa;Uruguay;2;Netherlands;3;18647
2010;7/07/2010;20:30;Semi-finals;Durban Stadium;Durban ;South Africa;Germany;0;Spain;1;25309
2010;10/07/2010;20:30;Match for third place;Port Elizabeth Stadium;Nelson Mandela Bay/Port Elizabeth ;South Africa;Uruguay;2;Germany;3;8648
2010;11/07/2010;20:30;Final;Soccer City Stadium;Johannesburg ;South Africa;Netherlands;0;Spain;1;44963
2014;12/06/2014;17:00;Group A;Arena de Sao Paulo;Sao Paulo ;Brazil;Brazil;3;Croatia;1;13932
2014;13/06/2014;13:00;Group A;Estadio das Dunas;Natal ;Brazil;Mexico;1;Cameroon;0;35974
2014;13/06/2014;16:00;Group B;Arena Fonte Nova;Salvador ;Brazil;Spain;1;Netherlands;5;15522
2014;13/06/2014;18:00;Group B;Arena Pantanal;Cuiaba ;Brazil;Chile;3;Australia;1;7351
2014;14/06/2014;13:00;Group C;Estadio Mineirao;Belo Horizonte ;Brazil;Colombia;3;Greece;0;30469
2014;14/06/2014;16:00;Group D;Estadio Castelao;Fortaleza ;Brazil;Uruguay;1;Costa Rica;3;20148
2014;14/06/2014;18:00;Group D;Arena Amazonia;Manaus ;Brazil;England;1;Italy;2;7663
2014;14/06/2014;22:00;Group C;Arena Pernambuco;Recife ;Brazil;Cote d'Ivoire;2;Japan;1;33476
2014;15/06/2014;13:00;Group E;Estadio Nacional;Brasilia ;Brazil;Switzerland;2;Ecuador;1;26629
2014;15/06/2014;16:00;Group E;Estadio Beira-Rio;Porto Alegre ;Brazil;France;3;Honduras;0;42657
2014;15/06/2014;19:00;Group F;Estadio do Maracana;Rio De Janeiro ;Brazil;Argentina;2;Bosnia and Herzegovina;1;21244
2014;16/06/2014;13:00;Group G;Arena Fonte Nova;Salvador ;Brazil;Germany;4;Portugal;0;14326
2014;16/06/2014;16:00;Group F;Arena da Baixada;Curitiba ;Brazil;IR Iran;0;Nigeria;0;32588
2014;16/06/2014;19:00;Group G;Estadio das Dunas;Natal ;Brazil;Ghana;1;USA;2;3979
2014;17/06/2014;13:00;Group H;Estadio Mineirao;Belo Horizonte ;Brazil;Belgium;2;Algeria;1;1242
2014;17/06/2014;16:00;Group A;Estadio Castelao;Fortaleza ;Brazil;Brazil;0;Mexico;0;45020
2014;17/06/2014;18:00;Group H;Arena Pantanal;Cuiaba ;Brazil;Russia;1;Korea Republic;1;29864
2014;18/06/2014;13:00;Group B;Estadio Beira-Rio;Porto Alegre ;Brazil;Australia;2;Netherlands;3;35935
2014;18/06/2014;16:00;Group B;Estadio do Maracana;Rio De Janeiro ;Brazil;Spain;0;Chile;2;34723
2014;18/06/2014;18:00;Group A;Arena Amazonia;Manaus ;Brazil;Cameroon;0;Croatia;4;27076
2014;19/06/2014;13:00;Group C;Estadio Nacional;Brasilia ;Brazil;Colombia;2;Cote d'Ivoire;1;5387
2014;19/06/2014;16:00;Group D;Arena de Sao Paulo;Sao Paulo ;Brazil;Uruguay;2;England;1;39252
2014;19/06/2014;19:00;Group C;Estadio das Dunas;Natal ;Brazil;Japan;0;Greece;0;2744
2014;20/06/2014;13:00;Group D;Arena Pernambuco;Recife ;Brazil;Italy;0;Costa Rica;1;49059
2014;20/06/2014;16:00;Group E;Arena Fonte Nova;Salvador ;Brazil;Switzerland;2;France;5;16434
2014;20/06/2014;19:00;Group E;Arena da Baixada;Curitiba ;Brazil;Honduras;1;Ecuador;2;4384
2014;21/06/2014;13:00;Group F;Estadio Mineirao;Belo Horizonte ;Brazil;Argentina;1;IR Iran;0;8609
2014;21/06/2014;16:00;Group G;Estadio Castelao;Fortaleza ;Brazil;Germany;2;Ghana;2;49655
2014;21/06/2014;18:00;Group F;Arena Pantanal;Cuiaba ;Brazil;Nigeria;1;Bosnia and Herzegovina;0;14633
2014;22/06/2014;13:00;Group H;Estadio do Maracana;Rio De Janeiro ;Brazil;Belgium;1;Russia;0;41099
2014;22/06/2014;16:00;Group H;Estadio Beira-Rio;Porto Alegre ;Brazil;Korea Republic;2;Algeria;4;1875
2014;22/06/2014;18:00;Group G;Arena Amazonia;Manaus ;Brazil;USA;2;Portugal;2;33669
2014;23/06/2014;13:00;Group B;Arena da Baixada;Curitiba ;Brazil;Australia;0;Spain;3;5690
2014;23/06/2014;13:00;Group B;Arena de Sao Paulo;Sao Paulo ;Brazil;Netherlands;2;Chile;0;36906
2014;23/06/2014;17:00;Group A;Estadio Nacional;Brasilia ;Brazil;Cameroon;1;Brazil;4;7156
2014;23/06/2014;17:00;Group A;Arena Pernambuco;Recife ;Brazil;Croatia;1;Mexico;3;26644
2014;24/06/2014;13:00;Group D;Estadio das Dunas;Natal ;Brazil;Italy;0;Uruguay;1;20530
2014;24/06/2014;13:00;Group D;Estadio Mineirao;Belo Horizonte ;Brazil;Costa Rica;0;England;0;33257
2014;24/06/2014;16:00;Group C;Arena Pantanal;Cuiaba ;Brazil;Japan;1;Colombia;4;39424
2014;24/06/2014;17:00;Group C;Estadio Castelao;Fortaleza ;Brazil;Greece;2;Cote d'Ivoire;1;49923
2014;25/06/2014;13:00;Group F;Estadio Beira-Rio;Porto Alegre ;Brazil;Nigeria;2;Argentina;3;29349
2014;25/06/2014;13:00;Group F;Arena Fonte Nova;Salvador ;Brazil;Bosnia and Herzegovina;3;IR Iran;1;28080
2014;25/06/2014;16:00;Group E;Arena Amazonia;Manaus ;Brazil;Honduras;0;Switzerland;3;18458
2014;25/06/2014;17:00;Group E;Estadio do Maracana;Rio De Janeiro ;Brazil;Ecuador;0;France;0;49068
2014;26/06/2014;13:00;Group G;Arena Pernambuco;Recife ;Brazil;USA;0;Germany;1;8466
2014;26/06/2014;13:00;Group G;Estadio Nacional;Brasilia ;Brazil;Portugal;2;Ghana;1;6575
2014;26/06/2014;17:00;Group H;Arena de Sao Paulo;Sao Paulo ;Brazil;Korea Republic;0;Belgium;1;38075
2014;26/06/2014;17:00;Group H;Arena da Baixada;Curitiba ;Brazil;Algeria;1;Russia;1;30583
2014;28/06/2014;13:00;Round of 16;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;Chile;1;13275
2014;28/06/2014;17:00;Round of 16;Estadio do Maracana;Rio De Janeiro ;Brazil;Colombia;2;Uruguay;0;4575
2014;30/06/2014;13:00;Round of 16;Estadio Nacional;Brasilia ;Brazil;France;2;Nigeria;0;43208
2014;30/06/2014;17:00;Round of 16;Estadio Beira-Rio;Porto Alegre ;Brazil;Germany;2;Algeria;1;47127
2014;4/07/2014;17:00;Quarter-finals;Estadio Castelao;Fortaleza ;Brazil;Brazil;2;Colombia;1;30494
2014;4/07/2014;13:00;Quarter-finals;Estadio do Maracana;Rio De Janeiro ;Brazil;France;0;Germany;1;45478
2014;8/07/2014;17:00;Semi-finals;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;Germany;7;39188
2014;12/07/2014;17:00;Play-off for third place;Estadio Nacional;Brasilia ;Brazil;Brazil;0;Netherlands;3;9939
2014;13/07/2014;16:00;Final;Estadio do Maracana;Rio De Janeiro ;Brazil;Germany;1;Argentina;0;7889
2014;9/07/2014;17:00;Semi-finals;Arena de Sao Paulo;Sao Paulo ;Brazil;Netherlands;0;Argentina;0;6733
2014;5/07/2014;17:00;Quarter-finals;Arena Fonte Nova;Salvador ;Brazil;Netherlands;0;Costa Rica;0;12086
2014;5/07/2014;13:00;Quarter-finals;Estadio Nacional;Brasilia ;Brazil;Argentina;1;Belgium;0;10851
2014;29/06/2014;13:00;Round of 16;Estadio Castelao;Fortaleza ;Brazil;Netherlands;2;Mexico;1;20860
2014;29/06/2014;17:00;Round of 16;Arena Pernambuco;Recife ;Brazil;Costa Rica;1;Greece;1;34301
2014;1/07/2014;13:00;Round of 16;Arena de Sao Paulo;Sao Paulo ;Brazil;Argentina;1;Switzerland;0;42767
2014;1/07/2014;17:00;Round of 16;Arena Fonte Nova;Salvador ;Brazil;Belgium;2;USA;1;31886
2014;28/06/2014;13:00;Round of 16;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;Chile;1;22051
2014;28/06/2014;17:00;Round of 16;Estadio do Maracana;Rio De Janeiro ;Brazil;Colombia;2;Uruguay;0;49273
2014;29/06/2014;13:00;Round of 16;Estadio Castelao;Fortaleza ;Brazil;Netherlands;2;Mexico;1;10602
2014;29/06/2014;17:00;Round of 16;Arena Pernambuco;Recife ;Brazil;Costa Rica;1;Greece;1;32685
2014;30/06/2014;13:00;Round of 16;Estadio Nacional;Brasilia ;Brazil;France;2;Nigeria;0;20981
2014;30/06/2014;17:00;Round of 16;Estadio Beira-Rio;Porto Alegre ;Brazil;Germany;2;Algeria;1;23936
2014;1/07/2014;13:00;Round of 16;Arena de Sao Paulo;Sao Paulo ;Brazil;Argentina;1;Switzerland;0;5321
2014;1/07/2014;17:00;Round of 16;Arena Fonte Nova;Salvador ;Brazil;Belgium;2;USA;1;19058
2014;4/07/2014;13:00;Quarter-finals;Estadio do Maracana;Rio De Janeiro ;Brazil;France;0;Germany;1;18110
2014;4/07/2014;17:00;Quarter-finals;Estadio Castelao;Fortaleza ;Brazil;Brazil;2;Colombia;1;35212
2014;5/07/2014;13:00;Quarter-finals;Estadio Nacional;Brasilia ;Brazil;Argentina;1;Belgium;0;2513
2014;5/07/2014;17:00;Quarter-finals;Arena Fonte Nova;Salvador ;Brazil;Netherlands;0;Costa Rica;0;21531
2014;8/07/2014;17:00;Semi-finals;Estadio Mineirao;Belo Horizonte ;Brazil;Brazil;1;Germany;7;21368
2014;9/07/2014;17:00;Semi-finals;Arena de Sao Paulo;Sao Paulo ;Brazil;Netherlands;0;Argentina;0;5964
2014;12/07/2014;17:00;Play-off for third place;Estadio Nacional;Brasilia ;Brazil;Brazil;0;Netherlands;3;48999
2014;13/07/2014;16:00;Final;Estadio do Maracana;Rio De Janeiro ;Brazil;Germany;1;Argentina;0;9161
